Email_Text,Category
"Your job recommendations from LinkedIn
‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌

Top job picks for you
      Junior Software Engineer Trilogy (Remote)  $60000/year USD  NEW
 Crossover for Work · Dhaka Dhaka Bangladesh
           Actively recruiting
                     Easy Apply

      Jr Machine Learning Data Scientist  Python / R
 Deloitte · Washington District of Columbia United States
                     3 school alumni

      Machine Learning Engineer
 Expedition Technology Inc · Herndon Virginia United States
         Be one of the first 15 applicants
                     Easy Apply

      Senior Machine Learning Engineer
 Glimpseai · Baltimore Maryland United States
           Actively recruiting

      Machine Learning Engineer
 AIS (Applied Information Sciences) · Reston Virginia United
      States
         Be one of the first 13 applicants

      Machine Learning Test Engineer
 T2S Solutions · Aberdeen Proving Ground Maryland United States
         Be the first applicant to apply
See all jobs

  
See jobs where you’re a top applicant
      Try Premium for free

    This email was intended for Riad Uddin (Student at Chittagong
    University of Engineering and Technology) Learn why we included
    this

    You are receiving Jobs You Might Be Interested In emails

    Manage recommendations  ·   Unsubscribe  ·   Help

    © 2022 LinkedIn Ireland Unlimited Company Wilton Plaza Wilton
    Place Dublin 2 LinkedIn is a registered business name of
    LinkedIn Ireland Unlimited Company LinkedIn and the LinkedIn
    logo are registered trademarks of LinkedIn
",Social
"Riad help Abdullah and Moinul celebrate their birthdays

    Today is Abdullah Shahed and Moinul Hoque Rahat's birthday!

    Wednesday 27 July 2022

                 Abdullah Shahed

                      22 years old

                                        Help him celebrate

                 Moinul Hoque Rahat

                      22 years old

                                        Help him celebrate

                                 See birthdays

    Was this email:Useful | Not useful

    This message was sent to rrriaduddin@gmailcom If you don't want to
    receive these emails from Meta in the future please unsubscribe
    Meta Platforms Inc Attention: Community Support 1 Facebook Way
    Menlo Park CA 94025
    To help keep your account secure please don't forward this email Learn
    more
",Social
"Make your job experience stronger ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌
‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌
‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌
‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌
‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌

   Put your skills to work
   Add skills to your experience for more relevant job matches
                              Add skills
   Add skills to your job experience on LinkedIn if you are
   thinking of finding a new position Hiring managers want to see
   where and how you have used your skills  they want to know
   the context

   ‌

   Connecting skills to the jobs you have had is one of the best
   ways to get more relevant job matches and make you a
   stronger applicant
   75% of hirers say context of how a skill is used (prior
   experience) is the most credible signal of competency*
   Let employers know what you can do by adding skills to the
   Experience section in your profile
                             Add skills
    Stand out to recruiters
    Here are 3 easy ways to stand out with your skills
   *Skills Validation Solutions Report: A Quantitative Research
   Survey January 2022
        This email was intended for Riad Uddin (Student at Chittagong
        University of Engineering and Technology)
        Learn why we included this

        This is an occasional email to help you get the most
        out of LinkedIn

        Unsubscribe  ·  Help
        
        © 2022 LinkedIn Ireland Unlimited Company All rights
        reserved LinkedIn Ireland Unlimited Company Gardner House
        Wilton Plaza Wilton Place Dublin 2 Ireland LinkedIn and the
        LinkedIn logo are registered trademarks of LinkedIn
",Social
"    Md Hasibul Hossain sent you a message   Open Messenger   You'll need to use
Messenger to see and respond to Md 's message With Messenger you can send
messages and make voice and video calls for free (standard mobile data charges
apply)

                   Messenger                             Open Messenger

    Md Hasibul Hossain sent you a message

                                 Open Messenger

    You'll need to use Messenger to see and respond to Md's message With
    Messenger you can send messages and make voice and video calls for free
    (standard mobile data charges apply)

    This message was sent to rrriaduddin@gmailcom If you don't want to
    receive these emails from Meta in the future please unsubscribe
    Meta Platforms Inc Attention: Community Support 1 Facebook Way
    Menlo Park CA 94025
    To help keep your account secure please don't forward this email Learn
    more
",Social
"Riad applications are growing for Machine Learning Engineer
(Remote)
                             
Want to see where you stand?
Unlock applicant insights with a free trial of
LinkedIn Premium
                        Unlock for free
Terms and Conditions:

After your promotional period you automatically will be
charged for a subscription on a monthly or annual basis (at
your choice) unless you cancel This promotion ends on August
4 2022 Learn more

For Who's Viewed Your Profile first & last name may not be
listed for profile viewers who have chosen to remain semi or
fullyanonymous via their privacy settings InMail credits
expire after 90 days or when the subscription ends
This email was intended for Riad Uddin (Student at Chittagong
University of Engineering and Technology)
Learn why we included this

This is an occasional email to help you get the most
out of LinkedIn

Unsubscribe  ·  Help

© 2022 LinkedIn Ireland Unlimited Company All rights
reserved LinkedIn Ireland Unlimited Company Gardner House
Wilton Plaza Wilton Place Dublin 2 Ireland LinkedIn and the
LinkedIn logo are registered trademarks of LinkedIn
",Social
"See who's looking at your
profile‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌

Your profile is looking great
           Your work and accomplishments are being recognized

                                   11
                              profile views

           See who's looking

    This email was intended for Riad Uddin (Student at Chittagong
    University of Engineering and Technology) Learn why we included
    this

    You are receiving Professional Identity Digest emails

    Unsubscribe  ·   Help

    © 2022 LinkedIn Ireland Unlimited Company Wilton Plaza Wilton
    Place Dublin 2 LinkedIn is a registered business name of
    LinkedIn Ireland Unlimited Company LinkedIn and the LinkedIn
    logo are registered trademarks of LinkedIn
",Social
"  Hi Riad Your request to join Magoosh Account Support Bangladesh has been
approved Now you can post and comment in this group       Visit Group
Thanks The Facebook Team

                         Facebook

     Hi Riad
          Your request to join Magoosh Account Support Bangladesh has been
          approved Now you can post and comment in this group

               Visit Group

    Thanks
    The Facebook Team

    Was this email:Useful | Not useful

    This message was sent to rrriaduddin@gmailcom If you don't want to
    receive these emails from Meta in the future please unsubscribe
    Meta Platforms Inc Attention: Community Support 1 Facebook Way
    Menlo Park CA 94025
    To help keep your account secure please don't forward this email Learn
    more
",Social
"Your job recommendations from LinkedIn
‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌

Top job picks for you
      Junior Software Engineer Trilogy (Remote)  $60000/year USD
 Crossover for Work · Dhaka Dhaka Bangladesh
         Be one of the first 21 applicants
                     Easy Apply

      Virtual Opportunities in Bangladesh
 Appen · Khulna Bangladesh
           Actively recruiting

      Programme Policy Officer (DRR) NOA
 World Food Programme · Cox’s Bazar Chattogram Bangladesh
           Actively recruiting

      Assistant Quality Assurance Manager
 Berger Paints Bangladesh Limited · Chattogram Bangladesh
           Actively recruiting
                     Easy Apply

      Programme Policy Officer (DRR) NOA Cox's Bazar
 World Food Programme · Cox’s Bazar Chattogram Bangladesh
           Actively recruiting

      Senior Data Analyst
 Optimizely · Dhaka Dhaka Bangladesh
           Actively recruiting
See all jobs

  
See jobs where you’re a top applicant
      Try Premium for free

    This email was intended for Riad Uddin (Student at Chittagong
    University of Engineering and Technology) Learn why we included
    this

    You are receiving Jobs You Might Be Interested In emails

    Manage recommendations  ·   Unsubscribe  ·   Help

    © 2022 LinkedIn Ireland Unlimited Company Wilton Plaza Wilton
    Place Dublin 2 LinkedIn is a registered business name of
    LinkedIn Ireland Unlimited Company LinkedIn and the LinkedIn
    logo are registered trademarks of LinkedIn
",Social
"Explore career
paths‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌

Discover career paths from roles similar to yours

 Lim Yun Yi · 3rd+

      Trainer at J&T EXPRESS (MALAYSIA ) SDN BHD

      Kuala Lumpur Federal Territory of Kuala Lumpur Malaysia
      J&T EXPRESS (MALAYSIA ) SDN BHD

      7 mos
 Trainer
 5 mos
 Management Trainee
 2 mos
View experience
      Lim's skills

      Event Management Marketing Sales & Marketing

 Looking for career advice?
 Visit the Career Advice Hub to see tips on accelerating your career
 View Career Advice Hub

    This email was intended for Riad Uddin (Student at Chittagong
    University of Engineering and Technology) Learn why we included
    this

    You are receiving Career paths you may be interested in emails

    Unsubscribe  ·   Help

    © 2022 LinkedIn Ireland Unlimited Company Wilton Plaza Wilton
    Place Dublin 2 LinkedIn is a registered business name of
    LinkedIn Ireland Unlimited Company LinkedIn and the LinkedIn
    logo are registered trademarks of LinkedIn
",Social
"    Habib Khan Mahdi sent you a message   Open Messenger   You'll need to use
Messenger to see and respond to Habib 's message With Messenger you can send
messages and make voice and video calls for free (standard mobile data charges
apply)

                   Messenger                             Open Messenger

    Habib Khan Mahdi sent you a message

                                 Open Messenger

    You'll need to use Messenger to see and respond to Habib's message With
    Messenger you can send messages and make voice and video calls for free
    (standard mobile data charges apply)

    This message was sent to rrriaduddin@gmailcom If you don't want to
    receive these emails from Meta in the future please unsubscribe
    Meta Platforms Inc Attention: Community Support 1 Facebook Way
    Menlo Park CA 94025
    To help keep your account secure please don't forward this email Learn
    more
",Social
"    Habib Khan Mahdi sent you a message   Open Messenger   You'll need to use
Messenger to see and respond to Habib 's message With Messenger you can send
messages and make voice and video calls for free (standard mobile data charges
apply)

                   Messenger                             Open Messenger

    Habib Khan Mahdi sent you a message

                                 Open Messenger

    You'll need to use Messenger to see and respond to Habib's message With
    Messenger you can send messages and make voice and video calls for free
    (standard mobile data charges apply)

    This message was sent to rrriaduddin@gmailcom If you don't want to
    receive these emails from Meta in the future please unsubscribe
    Meta Platforms Inc Attention: Community Support 1 Facebook Way
    Menlo Park CA 94025
    To help keep your account secure please don't forward this email Learn
    more
",Social
"Your job recommendations from LinkedIn
‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌

Top job picks for you
 Data Engineer
      Mangtas · Dhaka Dhaka Bangladesh

      Executive  Junior SQA Engineer
 10 Minute School · Dhaka Dhaka Bangladesh
                     1 school alum
                     Easy Apply

      Scribe (Night Shift)
 Augmedix · Dhaka Dhaka Bangladesh
                     1 school alum

      CORE Domain Consultant
 Nokia · Dhaka Dhaka Bangladesh
                     4 school alumni

      System Engineer
 Wipro · Dhaka Dhaka Bangladesh
                     9 school alumni

      Customer Network Support Engineer
 Ericsson · Dhaka Dhaka Bangladesh
                    14 school alumni
See all jobs

  
See jobs where you’re a top applicant
      Try Premium for free

    This email was intended for Riad Uddin (Student at Chittagong
    University of Engineering and Technology) Learn why we included
    this

    You are receiving Jobs You Might Be Interested In emails

    Manage recommendations  ·   Unsubscribe  ·   Help

    © 2022 LinkedIn Ireland Unlimited Company Wilton Plaza Wilton
    Place Dublin 2 LinkedIn is a registered business name of
    LinkedIn Ireland Unlimited Company LinkedIn and the LinkedIn
    logo are registered trademarks of LinkedIn
",Social
